span_id,text,scope.actor,scope.domain,scope.context,hazard,requirement,exceptions,conditions,is_testable,evidence_signals,evidence,rule_id
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0002,"RS3.3 When new uses, critical operational factors, or changes in the supported range of an operational factor are
identified, determine whether any new use or operational factor can be supported with the existing system, will be
supported but require additional work, or will not be supported.
•
When new uses or operational factors identified are to be supported, evaluate the updated system in
accordance with requirement RS1.6, add the new intended use to the Impact Assessment, and publish
updated communication in accordance with requirement RS1.9.
•
When these new uses or operational factor range changes cannot or will not be accommodated to ensure
reliable and safe performance of the system update customer documentation described in RS1.9 to include
the new use as an unsupported use. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note. Tags: Impact Assessment, Transparency Note. RS3.4 When a system is to be used for a Sensitive Use that imposes qualification or quality control requirements
beyond the intended uses and/or operational factor ranges, conduct an evaluation specific to this use.",org,,,incomplete risk assessment,The org must add the new intended use to the Impact Assessment.,,When new uses or operational factors are to be supported,TRUE,attest_check,Impact Assessment,3
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0002,"RS3.3 When new uses, critical operational factors, or changes in the supported range of an operational factor are
identified, determine whether any new use or operational factor can be supported with the existing system, will be
supported but require additional work, or will not be supported.
•
When new uses or operational factors identified are to be supported, evaluate the updated system in
accordance with requirement RS1.6, add the new intended use to the Impact Assessment, and publish
updated communication in accordance with requirement RS1.9.
•
When these new uses or operational factor range changes cannot or will not be accommodated to ensure
reliable and safe performance of the system update customer documentation described in RS1.9 to include
the new use as an unsupported use. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note. Tags: Impact Assessment, Transparency Note. RS3.4 When a system is to be used for a Sensitive Use that imposes qualification or quality control requirements
beyond the intended uses and/or operational factor ranges, conduct an evaluation specific to this use.",org,,public,lack of user transparency,The org must publish updated communication about the new intended use.,,When new uses or operational factors are to be supported,TRUE,attest_check,updated communication,4
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0002,"RS3.3 When new uses, critical operational factors, or changes in the supported range of an operational factor are
identified, determine whether any new use or operational factor can be supported with the existing system, will be
supported but require additional work, or will not be supported.
•
When new uses or operational factors identified are to be supported, evaluate the updated system in
accordance with requirement RS1.6, add the new intended use to the Impact Assessment, and publish
updated communication in accordance with requirement RS1.9.
•
When these new uses or operational factor range changes cannot or will not be accommodated to ensure
reliable and safe performance of the system update customer documentation described in RS1.9 to include
the new use as an unsupported use. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note. Tags: Impact Assessment, Transparency Note. RS3.4 When a system is to be used for a Sensitive Use that imposes qualification or quality control requirements
beyond the intended uses and/or operational factor ranges, conduct an evaluation specific to this use.",org,,public,user misapplication of system,The org must update customer documentation to list the new use as an unsupported use.,,When new uses or operational factor range changes will not be accommodated,TRUE,attest_check,customer documentation,5
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0002,"RS3.3 When new uses, critical operational factors, or changes in the supported range of an operational factor are
identified, determine whether any new use or operational factor can be supported with the existing system, will be
supported but require additional work, or will not be supported.
•
When new uses or operational factors identified are to be supported, evaluate the updated system in
accordance with requirement RS1.6, add the new intended use to the Impact Assessment, and publish
updated communication in accordance with requirement RS1.9.
•
When these new uses or operational factor range changes cannot or will not be accommodated to ensure
reliable and safe performance of the system update customer documentation described in RS1.9 to include
the new use as an unsupported use. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note. Tags: Impact Assessment, Transparency Note. RS3.4 When a system is to be used for a Sensitive Use that imposes qualification or quality control requirements
beyond the intended uses and/or operational factor ranges, conduct an evaluation specific to this use.",org,,public,lack of partner transparency,The org must include information about the unsupported use in the required Transparency Note.,,When the system is a platform service for external customers or partners; When new uses or operational factor range changes will not be accommodated,TRUE,attest_check,Transparency Note,6
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0002,"RS3.3 When new uses, critical operational factors, or changes in the supported range of an operational factor are
identified, determine whether any new use or operational factor can be supported with the existing system, will be
supported but require additional work, or will not be supported.
•
When new uses or operational factors identified are to be supported, evaluate the updated system in
accordance with requirement RS1.6, add the new intended use to the Impact Assessment, and publish
updated communication in accordance with requirement RS1.9.
•
When these new uses or operational factor range changes cannot or will not be accommodated to ensure
reliable and safe performance of the system update customer documentation described in RS1.9 to include
the new use as an unsupported use. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note. Tags: Impact Assessment, Transparency Note. RS3.4 When a system is to be used for a Sensitive Use that imposes qualification or quality control requirements
beyond the intended uses and/or operational factor ranges, conduct an evaluation specific to this use.",evaluator,,eval; high-risk,unsafe system performance in sensitive contexts,The evaluator must conduct an evaluation specific to the sensitive use case.,,When a system is to be used for a Sensitive Use with requirements beyond its intended design,TRUE,attest_check,,7
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0003,"If the
required Responsible Release Criteria cannot be met, the Office of Responsible AI will review the results and decide
how to proceed. Document any changes to the Responsible Release Criteria and document the results of
evaluation. RS3.5 Conduct all evaluations tagged as Ongoing Evaluation Checkpoints in other Goals on an ongoing basis.",org,,eval,unsafe model deployment,The org must review evaluation results and decide how to proceed if the required Responsible Release Criteria cannot be met.,,if required Responsible Release Criteria cannot be met,TRUE,attest_check,Responsible Release Criteria; evaluation results,1
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0003,"If the
required Responsible Release Criteria cannot be met, the Office of Responsible AI will review the results and decide
how to proceed. Document any changes to the Responsible Release Criteria and document the results of
evaluation. RS3.5 Conduct all evaluations tagged as Ongoing Evaluation Checkpoints in other Goals on an ongoing basis.",org,,,untracked changes to safety criteria,The org must document any changes to the Responsible Release Criteria.,,,TRUE,repo_check; attest_check,Responsible Release Criteria,2
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0003,"If the
required Responsible Release Criteria cannot be met, the Office of Responsible AI will review the results and decide
how to proceed. Document any changes to the Responsible Release Criteria and document the results of
evaluation. RS3.5 Conduct all evaluations tagged as Ongoing Evaluation Checkpoints in other Goals on an ongoing basis.",org,,eval,inability to audit model performance,The org must document the results of evaluation.,,,TRUE,attest_check,evaluation results,3
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0003,"If the
required Responsible Release Criteria cannot be met, the Office of Responsible AI will review the results and decide
how to proceed. Document any changes to the Responsible Release Criteria and document the results of
evaluation. RS3.5 Conduct all evaluations tagged as Ongoing Evaluation Checkpoints in other Goals on an ongoing basis.",org,,eval,model performance degradation,The org must conduct all evaluations tagged as 'Ongoing Evaluation Checkpoints' on an ongoing basis.,,for evaluations tagged as 'Ongoing Evaluation Checkpoints',TRUE,log_check; attest_check,evaluation records,4
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0004,"Microsoft Responsible AI Standard v2
25
RS3.6 If there are targets in Ongoing Evaluation Checkpoints that are no longer satisfied, consult with named
reviewers, and in the case of Sensitive Uses, with the Office of Responsible AI, to develop and implement a plan to
close any gaps. Document the process, its results, and conclusions. RS3.7 If evidence comes to light that refutes the system is fit for purpose for an intended use at any point in the
system's use:
1) remove the intended use from customer-facing materials and make current customers aware of the issue,
take action to close the identified gap, or discontinue the system,
2) revise documentation related to the intended use, and
3) publish the revised documentation to customers. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note.",org,,eval; prod,Unmitigated system risk,The org shall consult with named reviewers to develop and implement a plan to close any gaps when ongoing evaluation targets are not met.,,targets in Ongoing Evaluation Checkpoints are no longer satisfied,TRUE,attest_check,remediation plan; consultation record,1
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0004,"Microsoft Responsible AI Standard v2
25
RS3.6 If there are targets in Ongoing Evaluation Checkpoints that are no longer satisfied, consult with named
reviewers, and in the case of Sensitive Uses, with the Office of Responsible AI, to develop and implement a plan to
close any gaps. Document the process, its results, and conclusions. RS3.7 If evidence comes to light that refutes the system is fit for purpose for an intended use at any point in the
system's use:
1) remove the intended use from customer-facing materials and make current customers aware of the issue,
take action to close the identified gap, or discontinue the system,
2) revise documentation related to the intended use, and
3) publish the revised documentation to customers. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note.",org,,eval; prod; regulated,Unmitigated risk in sensitive applications,The org shall consult with the Office of Responsible AI to develop and implement a plan to close any gaps for Sensitive Uses when ongoing evaluation targets are not met.,,targets in Ongoing Evaluation Checkpoints are no longer satisfied; in the case of Sensitive Uses,TRUE,attest_check,remediation plan; consultation record,2
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0004,"Microsoft Responsible AI Standard v2
25
RS3.6 If there are targets in Ongoing Evaluation Checkpoints that are no longer satisfied, consult with named
reviewers, and in the case of Sensitive Uses, with the Office of Responsible AI, to develop and implement a plan to
close any gaps. Document the process, its results, and conclusions. RS3.7 If evidence comes to light that refutes the system is fit for purpose for an intended use at any point in the
system's use:
1) remove the intended use from customer-facing materials and make current customers aware of the issue,
take action to close the identified gap, or discontinue the system,
2) revise documentation related to the intended use, and
3) publish the revised documentation to customers. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note.",org,,eval; prod,Poor audit trail,"The org shall document the process, results, and conclusions of the gap-closing plan.",,after developing a plan to close evaluation gaps,TRUE,attest_check,process documentation,3
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0004,"Microsoft Responsible AI Standard v2
25
RS3.6 If there are targets in Ongoing Evaluation Checkpoints that are no longer satisfied, consult with named
reviewers, and in the case of Sensitive Uses, with the Office of Responsible AI, to develop and implement a plan to
close any gaps. Document the process, its results, and conclusions. RS3.7 If evidence comes to light that refutes the system is fit for purpose for an intended use at any point in the
system's use:
1) remove the intended use from customer-facing materials and make current customers aware of the issue,
take action to close the identified gap, or discontinue the system,
2) revise documentation related to the intended use, and
3) publish the revised documentation to customers. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note.",provider,,prod; public,Harm from unfit system,"The provider shall take corrective action by removing the intended use from customer-facing materials, closing the identified gap, or discontinuing the system if it is found to be unfit for purpose.",,evidence shows system is not fit for an intended purpose,TRUE,attest_check; repo_check,remediation plan; customer communication records,4
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0004,"Microsoft Responsible AI Standard v2
25
RS3.6 If there are targets in Ongoing Evaluation Checkpoints that are no longer satisfied, consult with named
reviewers, and in the case of Sensitive Uses, with the Office of Responsible AI, to develop and implement a plan to
close any gaps. Document the process, its results, and conclusions. RS3.7 If evidence comes to light that refutes the system is fit for purpose for an intended use at any point in the
system's use:
1) remove the intended use from customer-facing materials and make current customers aware of the issue,
take action to close the identified gap, or discontinue the system,
2) revise documentation related to the intended use, and
3) publish the revised documentation to customers. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note.",provider,,prod; public,Lack of transparency for platform users,The provider shall include information about a system being unfit for an intended use in the required Transparency Note when the system is a platform service.,,evidence shows system is not fit for an intended purpose; system is a platform service,TRUE,repo_check,Transparency Note,6
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0004,"Microsoft Responsible AI Standard v2
25
RS3.6 If there are targets in Ongoing Evaluation Checkpoints that are no longer satisfied, consult with named
reviewers, and in the case of Sensitive Uses, with the Office of Responsible AI, to develop and implement a plan to
close any gaps. Document the process, its results, and conclusions. RS3.7 If evidence comes to light that refutes the system is fit for purpose for an intended use at any point in the
system's use:
1) remove the intended use from customer-facing materials and make current customers aware of the issue,
take action to close the identified gap, or discontinue the system,
2) revise documentation related to the intended use, and
3) publish the revised documentation to customers. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note.",provider,,prod; public,Misleading documentation,The provider shall revise documentation related to the intended use and publish the revised documentation to customers if the system is found to be unfit for that purpose.,,evidence shows system is not fit for an intended purpose,TRUE,repo_check; attest_check,system documentation; publication record,5
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0005,"Tags: Transparency Note. RS3.8: Review and update documentation required by Goal T2 when any of the following events occur:
1) new uses are added,
2) functionality changes,
3) new information about reliable and safe performance becomes known as defined by requirement RS3.3, or
4) new information about system accuracy and performance becomes available. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note. Tags: Transparency Note.",org,,,outdated system documentation,"The org must review and update required documentation when new uses are added, functionality changes, or new information about system performance or accuracy becomes available.",,new uses are added; functionality changes; new information about reliable and safe performance becomes known; new information about system accuracy and performance becomes available,TRUE,repo_check; attest_check,system documentation,1
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0005,"Tags: Transparency Note. RS3.8: Review and update documentation required by Goal T2 when any of the following events occur:
1) new uses are added,
2) functionality changes,
3) new information about reliable and safe performance becomes known as defined by requirement RS3.3, or
4) new information about system accuracy and performance becomes available. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note. Tags: Transparency Note.",org,,public,misleading information for external customers,The org must include updated system information in the required Transparency Note when the system is a platform service made available to external customers or partners.,,"system is a platform service made available to external customers or partners; when documentation is updated due to new uses, functionality changes, or new performance/accuracy information",TRUE,repo_check,Transparency Note,2
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0006,"RS3.9: Escalate unresolved issues related to supporting the Standard and its requirements to the Office of
Responsible AI.",org,,regulated,unaddressed compliance gaps,The org must escalate unresolved issues related to supporting the Standard and its requirements to the Office of Responsible AI.,,unresolved issues related to supporting the Standard,TRUE,attest_check,,1
Microsoft/index/privacy-security-goals/goal-ps2-security-policy-compliance/sent_0001,"Microsoft Responsible AI Standard v2
26
Privacy & Security Goals
Goal PS1: Privacy Standard compliance
Microsoft AI systems are designed to protect privacy in accordance with the Microsoft Privacy Standard. Applies when: Microsoft Privacy Standard applies. Goal PS2: Security Policy compliance
Microsoft AI systems are designed to be secure in accordance with the Microsoft Security Policy. Applies when: Microsoft Security Policy applies.",developer,,dev,privacy violation,Developers must design AI systems to protect privacy in accordance with the Microsoft Privacy Standard.,,when Microsoft Privacy Standard applies,TRUE,repo_check; config_check; attest_check,Microsoft Privacy Standard,1
Microsoft/index/privacy-security-goals/goal-ps2-security-policy-compliance/sent_0001,"Microsoft Responsible AI Standard v2
26
Privacy & Security Goals
Goal PS1: Privacy Standard compliance
Microsoft AI systems are designed to protect privacy in accordance with the Microsoft Privacy Standard. Applies when: Microsoft Privacy Standard applies. Goal PS2: Security Policy compliance
Microsoft AI systems are designed to be secure in accordance with the Microsoft Security Policy. Applies when: Microsoft Security Policy applies.",developer,,dev,system compromise,Developers must design AI systems to be secure in accordance with the Microsoft Security Policy.,,when Microsoft Security Policy applies,TRUE,repo_check; config_check; ci_gate; attest_check,Microsoft Security Policy,2
Microsoft/index/inclusiveness-goal/goal-i1-accessibility-standards-compliance/sent_0001,"Microsoft Responsible AI Standard v2
27
Inclusiveness Goal
Goal I1: Accessibility Standards compliance
Microsoft AI systems are designed to be inclusive in accordance with the Microsoft Accessibility Standards. Applies when: Microsoft Accessibility Standards apply. Scan this code to access responsible AI resources from Microsoft:
© 2022 Microsoft Corporation. All rights reserved.",org,null,dev,System inaccessibility for users with disabilities,The org must ensure its AI systems are designed to be inclusive in accordance with the Microsoft Accessibility Standards.,null,when Microsoft Accessibility Standards apply,TRUE,repo_check; ci_gate; io_check; attest_check,null,1
Microsoft/index/inclusiveness-goal/goal-i1-accessibility-standards-compliance/sent_0002,"This document is provided ""as-is."" It has been edited for external release to
remove internal links, references, and examples. Information and views expressed in this document, including URL and other
Internet Web site references, may change without notice. You bear the risk of using it. Some examples are for illustration only",null,null,null,null,null,null,null,null,null,null,1
