span_id,text,scope.actor,scope.domain,scope.context,hazard,requirement,exceptions,conditions,is_testable,evidence_signals,evidence,rule_id
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0006,"(ii)
If the marketing involves financial remuneration, as defined in paragraph (3) of the definition of
marketing at § 164.501, to the covered entity from a third party, the authorization must state
that such remuneration is involved. (4)
Authorization required: Sale of protected health information. (i)
Notwithstanding any provision of this subpart, other than the transition provisions in § 164.532,
a covered entity must obtain an authorization for any disclosure of protected health information
which is a sale of protected health information, as defined in § 164.501 of this subpart. (ii)
Such authorization must state that the disclosure will result in remuneration to the covered
entity.",org,null,regulated,unauthorized sale of PHI,The org must obtain an authorization for any disclosure of protected health information that constitutes a sale of that information.,transition provisions in § 164.532 apply,disclosure of PHI constitutes a sale of PHI,TRUE,attest_check,authorization record,2
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0006,"(ii)
If the marketing involves financial remuneration, as defined in paragraph (3) of the definition of
marketing at § 164.501, to the covered entity from a third party, the authorization must state
that such remuneration is involved. (4)
Authorization required: Sale of protected health information. (i)
Notwithstanding any provision of this subpart, other than the transition provisions in § 164.532,
a covered entity must obtain an authorization for any disclosure of protected health information
which is a sale of protected health information, as defined in § 164.501 of this subpart. (ii)
Such authorization must state that the disclosure will result in remuneration to the covered
entity.",org,null,regulated,undisclosed financial incentive for data disclosure,The org must ensure that an authorization for the sale of protected health information states that the disclosure will result in remuneration to the org.,null,authorization is for the sale of PHI,TRUE,attest_check,authorization record,3
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0009,"(i)
The expiration date has passed or the expiration event is known by the covered entity to have
occurred;
(ii)
The authorization has not been filled out completely, with respect to an element described by
paragraph (c) of this section, if applicable;
(iii) The authorization is known by the covered entity to have been revoked;
(iv) The authorization violates paragraph (b)(3) or (4) of this section, if applicable;
(v)
Any material information in the authorization is known by the covered entity to be false. (3)
Compound authorizations. An authorization for use or disclosure of protected health information may
not be combined with any other document to create a compound authorization, except as follows:
(i)
An authorization for the use or disclosure of protected health information for a research study
may be combined with any other type of written permission for the same or another research
study. This exception includes combining an authorization for the use or disclosure of
protected health information for a research study with another authorization for the same
research study, with an authorization for the creation or maintenance of a research database or
repository, or with a consent to participate in research.",org,null,regulated,Unauthorized use of PHI via invalid authorization,"The org shall not act on an authorization for protected health information if it is known to be expired, incomplete, revoked, in violation of other sections, or contains false information.",null,authorization expiration date has passed; authorization is incomplete; authorization is known to have been revoked; authorization violates paragraph (b)(3) or (4); authorization contains known false material information,TRUE,log_check; attest_check,null,1
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0009,"(i)
The expiration date has passed or the expiration event is known by the covered entity to have
occurred;
(ii)
The authorization has not been filled out completely, with respect to an element described by
paragraph (c) of this section, if applicable;
(iii) The authorization is known by the covered entity to have been revoked;
(iv) The authorization violates paragraph (b)(3) or (4) of this section, if applicable;
(v)
Any material information in the authorization is known by the covered entity to be false. (3)
Compound authorizations. An authorization for use or disclosure of protected health information may
not be combined with any other document to create a compound authorization, except as follows:
(i)
An authorization for the use or disclosure of protected health information for a research study
may be combined with any other type of written permission for the same or another research
study. This exception includes combining an authorization for the use or disclosure of
protected health information for a research study with another authorization for the same
research study, with an authorization for the creation or maintenance of a research database or
repository, or with a consent to participate in research.",org,null,regulated; research,Invalid user consent from compound authorizations,The org shall not combine an authorization for use or disclosure of protected health information with any other document to create a compound authorization.,when the authorization is for a research study and combined with other written permissions for research,creating an authorization for use or disclosure of protected health information,TRUE,attest_check; repo_check,null,2
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0010,"Where a covered health care provider
has conditioned the provision of research-related treatment on the provision of one of the
authorizations, as permitted under paragraph (b)(4)(i) of this section, any compound
authorization created under this paragraph must clearly differentiate between the conditioned
and unconditioned components and provide the individual with an opportunity to opt in to the
research activities described in the unconditioned authorization. (ii)
An authorization for a use or disclosure of psychotherapy notes may only be combined with
another authorization for a use or disclosure of psychotherapy notes. (iii) An authorization under this section, other than an authorization for a use or disclosure of
psychotherapy notes, may be combined with any other such authorization under this section,
except when a covered entity has conditioned the provision of treatment, payment, enrollment
in the health plan, or eligibility for benefits under paragraph (b)(4) of this section on the
provision of one of the authorizations. The prohibition in this paragraph on combining
authorizations where one authorization conditions the provision of treatment, payment,
enrollment in a health plan, or eligibility for benefits under paragraph (b)(4) of this section does
not apply to a compound authorization created in accordance with paragraph (b)(3)(i) of this
section.",org,null,research; regulated,Uninformed consent for research,The org must clearly differentiate between conditioned and unconditioned components in any compound authorization for research-related treatment.,null,creating a compound authorization; when research-related treatment is conditioned on an authorization,TRUE,attest_check; io_check,compound authorization document,1
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0010,"Where a covered health care provider
has conditioned the provision of research-related treatment on the provision of one of the
authorizations, as permitted under paragraph (b)(4)(i) of this section, any compound
authorization created under this paragraph must clearly differentiate between the conditioned
and unconditioned components and provide the individual with an opportunity to opt in to the
research activities described in the unconditioned authorization. (ii)
An authorization for a use or disclosure of psychotherapy notes may only be combined with
another authorization for a use or disclosure of psychotherapy notes. (iii) An authorization under this section, other than an authorization for a use or disclosure of
psychotherapy notes, may be combined with any other such authorization under this section,
except when a covered entity has conditioned the provision of treatment, payment, enrollment
in the health plan, or eligibility for benefits under paragraph (b)(4) of this section on the
provision of one of the authorizations. The prohibition in this paragraph on combining
authorizations where one authorization conditions the provision of treatment, payment,
enrollment in a health plan, or eligibility for benefits under paragraph (b)(4) of this section does
not apply to a compound authorization created in accordance with paragraph (b)(3)(i) of this
section.",org,null,research; regulated,Lack of user control over research data,The org must provide the user with an opportunity to opt in to the research activities described in the unconditioned part of a compound authorization.,null,creating a compound authorization; when research-related treatment is conditioned on an authorization,TRUE,attest_check; io_check,compound authorization document,2
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0010,"Where a covered health care provider
has conditioned the provision of research-related treatment on the provision of one of the
authorizations, as permitted under paragraph (b)(4)(i) of this section, any compound
authorization created under this paragraph must clearly differentiate between the conditioned
and unconditioned components and provide the individual with an opportunity to opt in to the
research activities described in the unconditioned authorization. (ii)
An authorization for a use or disclosure of psychotherapy notes may only be combined with
another authorization for a use or disclosure of psychotherapy notes. (iii) An authorization under this section, other than an authorization for a use or disclosure of
psychotherapy notes, may be combined with any other such authorization under this section,
except when a covered entity has conditioned the provision of treatment, payment, enrollment
in the health plan, or eligibility for benefits under paragraph (b)(4) of this section on the
provision of one of the authorizations. The prohibition in this paragraph on combining
authorizations where one authorization conditions the provision of treatment, payment,
enrollment in a health plan, or eligibility for benefits under paragraph (b)(4) of this section does
not apply to a compound authorization created in accordance with paragraph (b)(3)(i) of this
section.",entity,null,regulated,Coerced consent for data use,"The entity shall not combine authorizations when one authorization is a condition for receiving treatment, payment, enrollment, or eligibility for benefits.",does not apply to a compound authorization for research-related treatment,"combining authorizations; when one authorization is a condition for treatment, payment, enrollment, or eligibility for benefits",TRUE,attest_check,combined authorization document,3
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0010,"Where a covered health care provider
has conditioned the provision of research-related treatment on the provision of one of the
authorizations, as permitted under paragraph (b)(4)(i) of this section, any compound
authorization created under this paragraph must clearly differentiate between the conditioned
and unconditioned components and provide the individual with an opportunity to opt in to the
research activities described in the unconditioned authorization. (ii)
An authorization for a use or disclosure of psychotherapy notes may only be combined with
another authorization for a use or disclosure of psychotherapy notes. (iii) An authorization under this section, other than an authorization for a use or disclosure of
psychotherapy notes, may be combined with any other such authorization under this section,
except when a covered entity has conditioned the provision of treatment, payment, enrollment
in the health plan, or eligibility for benefits under paragraph (b)(4) of this section on the
provision of one of the authorizations. The prohibition in this paragraph on combining
authorizations where one authorization conditions the provision of treatment, payment,
enrollment in a health plan, or eligibility for benefits under paragraph (b)(4) of this section does
not apply to a compound authorization created in accordance with paragraph (b)(3)(i) of this
section.",org,null,regulated,Unauthorized disclosure of psychotherapy notes,The org shall not combine an authorization for use or disclosure of psychotherapy notes with any authorization other than one for psychotherapy notes.,null,combining an authorization for use or disclosure of psychotherapy notes,TRUE,attest_check,combined authorization document,4
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0011,"(4)
Prohibition on conditioning of authorizations. A covered entity may not condition the provision to an
individual of treatment, payment, enrollment in the health plan, or eligibility for benefits on the
provision of an authorization, except:
(i)
A covered health care provider may condition the provision of research-related treatment on
provision of an authorization for the use or disclosure of protected health information for such
research under this section;
(ii)
A health plan may condition enrollment in the health plan or eligibility for benefits on provision
of an authorization requested by the health plan prior to an individual's enrollment in the health
plan, if:
45 CFR Part 164 Subpart E (up to date as of 9/29/2025)
Privacy of Individually Identifiable Health Information
45 CFR 164.508(b)(2)(i)",entity,null,regulated,Coerced data authorization,"A covered entity shall not condition the provision of treatment, payment, health plan enrollment, or eligibility for benefits on an individual's provision of an authorization.","for research-related treatment by a health care provider, where authorization is for use or disclosure of PHI for such research; for health plan enrollment or eligibility, if the authorization is requested by the health plan prior to an individual's enrollment",providing treatment to an individual; providing payment to an individual; enrolling an individual in a health plan; determining an individual's eligibility for benefits,TRUE,attest_check; io_check,null,1
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0012,"(A)
The authorization sought is for the health plan's eligibility or enrollment determinations
relating to the individual or for its underwriting or risk rating determinations; and
(B)
The authorization is not for a use or disclosure of psychotherapy notes under paragraph
(a)(2) of this section; and
(iii) A covered entity may condition the provision of health care that is solely for the purpose of
creating protected health information for disclosure to a third party on provision of an
authorization for the disclosure of the protected health information to such third party. (5)
Revocation of authorizations. An individual may revoke an authorization provided under this section
at any time, provided that the revocation is in writing, except to the extent that:
(i)
The covered entity has taken action in reliance thereon; or
(ii)
If the authorization was obtained as a condition of obtaining insurance coverage, other law
provides the insurer with the right to contest a claim under the policy or the policy itself. (6)
Documentation.",org; user,null,regulated,unwanted data processing after consent withdrawal,"The org must honor a user's written revocation of an authorization at any time, subject to specific exceptions.",the org has taken action in reliance on the authorization; the authorization was a condition of obtaining insurance coverage and other law provides the insurer the right to contest a claim or the policy,user submits revocation in writing,TRUE,log_check; attest_check,documentation of authorization revocation,1
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0013,"A covered entity must document and retain any signed authorization under this
section as required by § 164.530(j). (c)
Implementation specifications: Core elements and requirements —
(1)
Core elements. A valid authorization under this section must contain at least the following elements:
(i)
A description of the information to be used or disclosed that identifies the information in a
specific and meaningful fashion. (ii)
The name or other specific identification of the person(s), or class of persons, authorized to
make the requested use or disclosure.",org,null,regulated,failure to prove consent,A covered entity must document any signed authorization under this section.,null,for any signed authorization,TRUE,attest_check; repo_check,signed authorization record,1
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0013,"A covered entity must document and retain any signed authorization under this
section as required by § 164.530(j). (c)
Implementation specifications: Core elements and requirements —
(1)
Core elements. A valid authorization under this section must contain at least the following elements:
(i)
A description of the information to be used or disclosed that identifies the information in a
specific and meaningful fashion. (ii)
The name or other specific identification of the person(s), or class of persons, authorized to
make the requested use or disclosure.",org,null,regulated,failure to prove consent,A covered entity must retain any signed authorization as required by § 164.530(j).,null,for any signed authorization,TRUE,attest_check; data_check,signed authorization record,2
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0013,"A covered entity must document and retain any signed authorization under this
section as required by § 164.530(j). (c)
Implementation specifications: Core elements and requirements —
(1)
Core elements. A valid authorization under this section must contain at least the following elements:
(i)
A description of the information to be used or disclosed that identifies the information in a
specific and meaningful fashion. (ii)
The name or other specific identification of the person(s), or class of persons, authorized to
make the requested use or disclosure.",org,null,regulated,overly broad consent,The org must ensure a valid authorization contains a description of the information to be used or disclosed that identifies the information in a specific and meaningful fashion.,null,when creating a valid authorization,TRUE,data_check; repo_check,authorization form,3
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0013,"A covered entity must document and retain any signed authorization under this
section as required by § 164.530(j). (c)
Implementation specifications: Core elements and requirements —
(1)
Core elements. A valid authorization under this section must contain at least the following elements:
(i)
A description of the information to be used or disclosed that identifies the information in a
specific and meaningful fashion. (ii)
The name or other specific identification of the person(s), or class of persons, authorized to
make the requested use or disclosure.",org,null,regulated,unauthorized data disclosure,"The org must ensure a valid authorization contains the name or other specific identification of the person(s), or class of persons, authorized to make the requested use or disclosure.",null,when creating a valid authorization,TRUE,data_check; repo_check,authorization form,4
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0014,"(iii) The name or other specific identification of the person(s), or class of persons, to whom the
covered entity may make the requested use or disclosure. (iv) A description of each purpose of the requested use or disclosure. The statement ""at the request
of the individual"" is a sufficient description of the purpose when an individual initiates the
authorization and does not, or elects not to, provide a statement of the purpose. (v)
An expiration date or an expiration event that relates to the individual or the purpose of the use
or disclosure.",org,null,regulated,unauthorized data disclosure to unspecified recipients,The org must ensure an authorization specifies the person(s) or class of persons to whom a requested use or disclosure may be made.,null,when creating an authorization for data use or disclosure,TRUE,data_check; attest_check,authorization record,1
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0014,"(iii) The name or other specific identification of the person(s), or class of persons, to whom the
covered entity may make the requested use or disclosure. (iv) A description of each purpose of the requested use or disclosure. The statement ""at the request
of the individual"" is a sufficient description of the purpose when an individual initiates the
authorization and does not, or elects not to, provide a statement of the purpose. (v)
An expiration date or an expiration event that relates to the individual or the purpose of the use
or disclosure.",org,null,regulated,data misuse for unapproved purposes,The org must ensure an authorization includes a description of each purpose of the requested use or disclosure.,"if an individual initiates the authorization and does not provide a purpose, the statement 'at the request of the individual' is sufficient",when creating an authorization for data use or disclosure,TRUE,data_check; attest_check,authorization record,2
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0014,"(iii) The name or other specific identification of the person(s), or class of persons, to whom the
covered entity may make the requested use or disclosure. (iv) A description of each purpose of the requested use or disclosure. The statement ""at the request
of the individual"" is a sufficient description of the purpose when an individual initiates the
authorization and does not, or elects not to, provide a statement of the purpose. (v)
An expiration date or an expiration event that relates to the individual or the purpose of the use
or disclosure.",org,null,regulated,indefinite data access or use,The org must ensure an authorization includes an expiration date or an expiration event for the use or disclosure.,null,when creating an authorization for data use or disclosure,TRUE,data_check; attest_check,authorization record,3
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0015,"The statement ""end of the research study,"" ""none,"" or similar language is
sufficient if the authorization is for a use or disclosure of protected health information for
research, including for the creation and maintenance of a research database or research
repository. (vi) Signature of the individual and date. If the authorization is signed by a personal representative
of the individual, a description of such representative's authority to act for the individual must
also be provided. (2)
Required statements.",org,null,research,invalid authorization for PHI use,The org must ensure that an authorization for the use or disclosure of protected health information includes the signature of the individual and the date.,null,collecting authorization for use or disclosure of protected health information,TRUE,attest_check; data_check,authorization record,1
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0015,"The statement ""end of the research study,"" ""none,"" or similar language is
sufficient if the authorization is for a use or disclosure of protected health information for
research, including for the creation and maintenance of a research database or research
repository. (vi) Signature of the individual and date. If the authorization is signed by a personal representative
of the individual, a description of such representative's authority to act for the individual must
also be provided. (2)
Required statements.",org,null,research,invalid authorization by a representative,"The org must ensure that if an authorization is signed by a personal representative, a description of that representative's authority to act for the individual is also provided.",null,an authorization is signed by a personal representative of the individual,TRUE,attest_check; data_check,authorization record,2
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0016,"In addition to the core elements, the authorization must contain statements
adequate to place the individual on notice of all of the following:
(i)
The individual's right to revoke the authorization in writing, and either:
(A)
The exceptions to the right to revoke and a description of how the individual may revoke
45 CFR Part 164 Subpart E (up to date as of 9/29/2025)
Privacy of Individually Identifiable Health Information
45 CFR 164.508(b)(4)(ii)(A)",org,null,regulated,uninformed consent for PHI use,The org must include a statement in the PHI authorization document informing the individual of their right to revoke the authorization in writing.,null,when creating a PHI authorization document,TRUE,repo_check; attest_check,authorization document,1
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0016,"In addition to the core elements, the authorization must contain statements
adequate to place the individual on notice of all of the following:
(i)
The individual's right to revoke the authorization in writing, and either:
(A)
The exceptions to the right to revoke and a description of how the individual may revoke
45 CFR Part 164 Subpart E (up to date as of 9/29/2025)
Privacy of Individually Identifiable Health Information
45 CFR 164.508(b)(4)(ii)(A)",org,null,regulated,uninformed consent for PHI use,The org must include a description in the PHI authorization document of the process for how the individual may revoke the authorization.,null,when creating a PHI authorization document,TRUE,repo_check; attest_check,authorization document,2
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0016,"In addition to the core elements, the authorization must contain statements
adequate to place the individual on notice of all of the following:
(i)
The individual's right to revoke the authorization in writing, and either:
(A)
The exceptions to the right to revoke and a description of how the individual may revoke
45 CFR Part 164 Subpart E (up to date as of 9/29/2025)
Privacy of Individually Identifiable Health Information
45 CFR 164.508(b)(4)(ii)(A)",org,null,regulated,uninformed consent for PHI use,The org must include a statement in the PHI authorization document describing any exceptions to the individual's right to revoke.,null,when creating a PHI authorization document,TRUE,repo_check; attest_check,authorization document,3
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-509-uses-and-disclosures-for-which-an-attestation-is-req/sent_0001,"[67 FR 53268, Aug. 14, 2002, as amended at 78 FR 5699, Jan. 25, 2013]
§ 164.509 Uses and disclosures for which an attestation is required. (B)
To the extent that the information in paragraph (c)(2)(i)(A) of this section is included in the
notice required by § 164.520, a reference to the covered entity's notice. (ii)
The ability or inability to condition treatment, payment, enrollment or eligibility for benefits on
the authorization, by stating either:
(A)
The covered entity may not condition treatment, payment, enrollment or eligibility for
benefits on whether the individual signs the authorization when the prohibition on
conditioning of authorizations in paragraph (b)(4) of this section applies; or
(B)
The consequences to the individual of a refusal to sign the authorization when, in
accordance with paragraph (b)(4) of this section, the covered entity can condition
treatment, enrollment in the health plan, or eligibility for benefits on failure to obtain such
authorization. (iii) The potential for information disclosed pursuant to the authorization to be subject to
redisclosure by the recipient and no longer be protected by this subpart.",org,null,regulated,Insufficient user awareness of rights,The org shall include a reference to its notice in the authorization form when required information is contained within that notice.,null,If required authorization information is included in the notice per § 164.520,TRUE,io_check; repo_check,Authorization form; Notice of Privacy Practices,1
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-509-uses-and-disclosures-for-which-an-attestation-is-req/sent_0001,"[67 FR 53268, Aug. 14, 2002, as amended at 78 FR 5699, Jan. 25, 2013]
§ 164.509 Uses and disclosures for which an attestation is required. (B)
To the extent that the information in paragraph (c)(2)(i)(A) of this section is included in the
notice required by § 164.520, a reference to the covered entity's notice. (ii)
The ability or inability to condition treatment, payment, enrollment or eligibility for benefits on
the authorization, by stating either:
(A)
The covered entity may not condition treatment, payment, enrollment or eligibility for
benefits on whether the individual signs the authorization when the prohibition on
conditioning of authorizations in paragraph (b)(4) of this section applies; or
(B)
The consequences to the individual of a refusal to sign the authorization when, in
accordance with paragraph (b)(4) of this section, the covered entity can condition
treatment, enrollment in the health plan, or eligibility for benefits on failure to obtain such
authorization. (iii) The potential for information disclosed pursuant to the authorization to be subject to
redisclosure by the recipient and no longer be protected by this subpart.",org,null,regulated,User misunderstanding of data protection scope after disclosure,The org shall state in the authorization form that information disclosed pursuant to the authorization may be subject to redisclosure by the recipient and may no longer be protected.,null,When creating an authorization form for disclosure,TRUE,io_check; repo_check,Authorization form,2
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-509-uses-and-disclosures-for-which-an-attestation-is-req/sent_0001,"[67 FR 53268, Aug. 14, 2002, as amended at 78 FR 5699, Jan. 25, 2013]
§ 164.509 Uses and disclosures for which an attestation is required. (B)
To the extent that the information in paragraph (c)(2)(i)(A) of this section is included in the
notice required by § 164.520, a reference to the covered entity's notice. (ii)
The ability or inability to condition treatment, payment, enrollment or eligibility for benefits on
the authorization, by stating either:
(A)
The covered entity may not condition treatment, payment, enrollment or eligibility for
benefits on whether the individual signs the authorization when the prohibition on
conditioning of authorizations in paragraph (b)(4) of this section applies; or
(B)
The consequences to the individual of a refusal to sign the authorization when, in
accordance with paragraph (b)(4) of this section, the covered entity can condition
treatment, enrollment in the health plan, or eligibility for benefits on failure to obtain such
authorization. (iii) The potential for information disclosed pursuant to the authorization to be subject to
redisclosure by the recipient and no longer be protected by this subpart.",org,null,regulated,Lack of informed consent regarding conditionality of services,"The org shall state in the authorization form its policy on conditioning treatment, payment, enrollment, or eligibility for benefits on the authorization, by stating either that it may not condition them or the consequences for refusal if conditioning is permitted.",null,When creating an authorization form,TRUE,io_check; repo_check,Authorization form,3
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-509-uses-and-disclosures-for-which-an-attestation-is-req/sent_0002,"(3)
Plain language requirement. The authorization must be written in plain language. (4)
Copy to the individual. If a covered entity seeks an authorization from an individual for a use or
disclosure of protected health information, the covered entity must provide the individual with a copy
of the signed authorization.",org,null,regulated,uninformed consent,The org must ensure that any authorization document is written in plain language.,null,when creating an authorization document,TRUE,repo_check; attest_check,authorization document,1
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-509-uses-and-disclosures-for-which-an-attestation-is-req/sent_0002,"(3)
Plain language requirement. The authorization must be written in plain language. (4)
Copy to the individual. If a covered entity seeks an authorization from an individual for a use or
disclosure of protected health information, the covered entity must provide the individual with a copy
of the signed authorization.",org,null,regulated,inability to verify consent,The org must provide the individual with a copy of the signed authorization.,null,after an individual signs an authorization for use or disclosure of protected health information,TRUE,log_check; io_check; attest_check,copy of signed authorization,2
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-509-uses-and-disclosures-for-which-an-attestation-is-req/sent_0003,"(a)
Standard: Attestations for certain uses and disclosures of protected health information to persons other
than covered entities or business associates. (1)
A covered entity or business associate may not use or disclose protected health information
potentially related to reproductive health care for purposes specified in § 164.512(d), (e), (f), or
(g)(1), without obtaining an attestation that is valid under paragraph (b)(1) of this section from the
person requesting the use or disclosure and complying with all applicable conditions of this part. (2)
A covered entity or business associate that uses or discloses protected health information
potentially related to reproductive health care for purposes specified in § 164.512(d), (e), (f), or
(g)(1), in reliance on an attestation that is defective under paragraph (b)(2) of this section, is not in
compliance with this section. (b)
Implementation specifications: General requirements —
(1)
Valid attestations.",org; business associate,null,prod; regulated,Improper disclosure of reproductive health PHI due to invalid authorization,An org or business associate is prohibited from using or disclosing protected health information potentially related to reproductive health care.,null,"for purposes specified in § 164.512(d), (e), (f), or (g)(1); in reliance on a defective attestation",TRUE,log_check; attest_check,attestation record,1
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-509-uses-and-disclosures-for-which-an-attestation-is-req/sent_0003,"(a)
Standard: Attestations for certain uses and disclosures of protected health information to persons other
than covered entities or business associates. (1)
A covered entity or business associate may not use or disclose protected health information
potentially related to reproductive health care for purposes specified in § 164.512(d), (e), (f), or
(g)(1), without obtaining an attestation that is valid under paragraph (b)(1) of this section from the
person requesting the use or disclosure and complying with all applicable conditions of this part. (2)
A covered entity or business associate that uses or discloses protected health information
potentially related to reproductive health care for purposes specified in § 164.512(d), (e), (f), or
(g)(1), in reliance on an attestation that is defective under paragraph (b)(2) of this section, is not in
compliance with this section. (b)
Implementation specifications: General requirements —
(1)
Valid attestations.",org; business associate,null,prod; regulated,Improper disclosure of reproductive health PHI,An org or business associate is prohibited from using or disclosing protected health information potentially related to reproductive health care.,null,"for purposes specified in § 164.512(d), (e), (f), or (g)(1); a valid attestation has not been obtained from the requestor",TRUE,log_check; attest_check,attestation record,2
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-509-uses-and-disclosures-for-which-an-attestation-is-req/sent_0004,"(i)
A valid attestation is a document that meets the requirements of paragraph (c)(1) of this
section. (ii)
A valid attestation verifies that the use or disclosure is not otherwise prohibited by §
164.502(a)(5)(iii). (iii) A valid attestation may be electronic, provided that it meets the requirements in paragraph
45 CFR Part 164 Subpart E (up to date as of 9/29/2025)
Privacy of Individually Identifiable Health Information
45 CFR 164.508(c)(2)(i)(B)",org,null,regulated,unauthorized disclosure of PHI,The org must ensure that a valid attestation verifies that the use or disclosure of individually identifiable health information is not otherwise prohibited by § 164.502(a)(5)(iii).,null,when using or disclosing individually identifiable health information,TRUE,attest_check,attestation document,1
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-509-uses-and-disclosures-for-which-an-attestation-is-req/sent_0004,"(i)
A valid attestation is a document that meets the requirements of paragraph (c)(1) of this
section. (ii)
A valid attestation verifies that the use or disclosure is not otherwise prohibited by §
164.502(a)(5)(iii). (iii) A valid attestation may be electronic, provided that it meets the requirements in paragraph
45 CFR Part 164 Subpart E (up to date as of 9/29/2025)
Privacy of Individually Identifiable Health Information
45 CFR 164.508(c)(2)(i)(B)",org,null,regulated,use of an invalid attestation,The org must ensure any attestation document meets the requirements of paragraph (c)(1) of this section.,null,when creating an attestation for PHI use or disclosure,TRUE,attest_check,attestation document,2
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-509-uses-and-disclosures-for-which-an-attestation-is-req/sent_0004,"(i)
A valid attestation is a document that meets the requirements of paragraph (c)(1) of this
section. (ii)
A valid attestation verifies that the use or disclosure is not otherwise prohibited by §
164.502(a)(5)(iii). (iii) A valid attestation may be electronic, provided that it meets the requirements in paragraph
45 CFR Part 164 Subpart E (up to date as of 9/29/2025)
Privacy of Individually Identifiable Health Information
45 CFR 164.508(c)(2)(i)(B)",org,null,regulated,non-compliant electronic attestation for PHI,The org must ensure any electronic attestation meets the requirements of 45 CFR Part 164 Subpart E.,null,if the attestation is electronic,TRUE,attest_check,electronic attestation document,3
